Disease,Gene Symbol,p-Value,Fold Change
Parkinson's disease,MALAT1,0.00173760844968907,1.45209380708462
Parkinson's disease,RPL35,0.000777037294678706,0.479907277329144
Parkinson's disease,RPL21 /// RPL21P28 /// SNORA27 /// SNORD102,0.00010017184341804,0.572442163948526
Parkinson's disease,HNRNPA1 /// HNRNPA1P10,0.00264813203247671,0.596516547764254
Parkinson's disease,LOC100508408 /// RPS13 /// SNORD14B,0.00421177621566304,0.650774171822831
Parkinson's disease,FAU,0.00119730331558898,0.518578388463737
Parkinson's disease,CFL1,0.000212712525560321,0.286872161751123
Parkinson's disease,RPL18,0.000572858355517347,0.654470336112993
Parkinson's disease,RPS5,0.0029957050784476,0.642344267084422
Parkinson's disease,RPL27,0.00420111848837068,0.659022993815364
Parkinson's disease,RPL19,0.000846019245704044,0.52260031436268
Parkinson's disease,SLC25A3,0.000401493929174879,0.357968406190219
Parkinson's disease,RPL9,0.000823357024231641,0.606130480352648
Parkinson's disease,DDX5 /// MIR3064 /// MIR5047,0.00256544569429062,0.568226733063181
Parkinson's disease,RPL10A,0.00789962206131645,0.639343470928317
Parkinson's disease,RHOA,0.00396575584277936,0.479272860143999
Parkinson's disease,NPM1,0.00257644002433544,0.576239766109256
Parkinson's disease,OAZ1,6.99656988649711e-05,0.433943751213736
Parkinson's disease,RPS7,0.00203069516710364,0.349368726116096
Parkinson's disease,RPS10,0.000120438887969643,0.494874338433767
Parkinson's disease,PFN1,0.000351557075679465,0.41767269077758
Parkinson's disease,LDHA,0.00167792019357005,0.450421247198353
Parkinson's disease,GNB2L1 /// SNORD95 /// SNORD96A,0.00165507820632482,0.262119450594418
Parkinson's disease,P4HB,0.00371092511849735,0.459396638699364
Parkinson's disease,SLC25A5,0.000852645514230921,0.191102636689273
Parkinson's disease,HMGB1,0.0026101457509462,0.542809631430982
Parkinson's disease,EEF1G /// MIR3654,0.000749870730349489,0.396979102749521
Parkinson's disease,GSN,0.00209084349569066,0.457995928340761
Parkinson's disease,EEF1B2 /// SNORA41,0.000881388970418562,0.461216706610749
Parkinson's disease,RPL13A /// RPL13AP5 /// SNORD32A /// SNORD33 /// SNORD34 /// SNORD35A,0.00521402304675822,0.724325716766851
Parkinson's disease,RPL7,0.0011397526871445,0.614916446491114
Parkinson's disease,SKP1,0.000508362823241515,0.442764676986139
Parkinson's disease,RPL10 /// SNORA70,0.000995609989318802,0.463150244968721
Parkinson's disease,NACA,0.00655761917184949,0.637645790465081
Parkinson's disease,PGK1,0.000420528999888314,0.374902568048524
Parkinson's disease,RPLP1,0.000883759029869702,0.569286316561811
Parkinson's disease,ACTB,0.00124032589674761,0.589531678889954
Parkinson's disease,RPS10,0.000595408434618361,0.535765137122505
Parkinson's disease,RPS15,0.000972885872273288,0.664493773288272
Parkinson's disease,RPS21,0.000714650392008909,0.643347410991322
Parkinson's disease,FLNA,0.00524213013112085,0.452487758579995
Parkinson's disease,S100A10,0.00168857506492859,0.457375726261045
Parkinson's disease,PGAM1,0.000159729479519588,0.326500200688293
Parkinson's disease,RPL23 /// SNORA21,0.000554010222485357,0.458557892858539
Parkinson's disease,RPLP2 /// SNORA52,0.000569784822888608,0.448108493397419
Parkinson's disease,EIF4A2 /// MIR1248 /// SNORA4 /// SNORA63 /// SNORA81 /// SNORD2,0.00333768821820579,0.520499628589035
Parkinson's disease,COX6A1,0.000178685479495511,0.35444004257322
Parkinson's disease,RPL8,0.00514662676412836,0.640568198723866
Parkinson's disease,RPL5 /// SNORD21,0.00103286935767388,0.51292836255106
Parkinson's disease,RPS20 /// SNORD54,0.00936400555409633,0.687591896233136
Parkinson's disease,ACTA2,0.000569299266241274,0.33708976385729
Parkinson's disease,DSTN,0.000523906912983763,0.42915521725049
Parkinson's disease,DSTN,8.89762320266385e-06,0.369032238972684
Parkinson's disease,LDHB,0.000446221604235686,0.491486968359789
Parkinson's disease,RPLP0,6.95735750457782e-05,0.460959542264218
Parkinson's disease,RPS18,0.00174617473265692,0.443704260662369
Parkinson's disease,MYL9,0.00748542397743424,0.29157521242634
Parkinson's disease,TUBA1B,3.23068672070104e-05,0.461989928909834
Parkinson's disease,RPS29,0.00254664336178556,0.604851063236489
Parkinson's disease,YBX3,0.00575460413542306,2.3150941816947
Parkinson's disease,CSTB,0.00117933383045088,0.622568751033738
Parkinson's disease,ENO1,1.72451632372006e-05,0.470168768190968
Parkinson's disease,ATP1B1,0.000201695560506199,0.566568949871007
Parkinson's disease,LOC101060363 /// PPIA,4.53104756814593e-06,0.309353084730433
Parkinson's disease,MYL12A /// MYL12B,0.00175569475774651,0.467245820010498
Parkinson's disease,ATP5B,9.93171147957161e-05,0.288244028887508
Parkinson's disease,GPX3,0.00136116696422783,0.33714162808327
Parkinson's disease,RPL37A,0.0045764969118276,0.744206246206422
Parkinson's disease,EIF4A1 /// LOC101928634 /// SENP3-EIF4A1 /// SNORA48 /// SNORA67 /// SNORD10,4.80051462641296e-05,0.414180162585436
Parkinson's disease,FHL1,0.00288252984278059,0.540060473218546
Parkinson's disease,ACTB /// ACTG1,8.90573527041472e-05,0.359565848025974
Parkinson's disease,MORF4L2,0.00029339757860436,0.494837885734654
Parkinson's disease,EIF1,0.00163963487415775,0.593674770443895
Parkinson's disease,RPL38,0.00144775364536442,0.546667903471427
Parkinson's disease,FABP5,0.00692344509516707,0.621538144720068
Parkinson's disease,SNAP25,0.00254053851913749,0.448691567941727
Parkinson's disease,RPL23A,0.00337832007025973,0.625011971567265
Parkinson's disease,SLPI,0.000403835316312828,0.210578726910638
Parkinson's disease,RPL27A /// SNORA45A,0.000577966588268697,0.537068925410376
Parkinson's disease,RPS2 /// SNORA64,3.18983674054696e-05,0.400457239588692
Parkinson's disease,TF,0.00155356996821521,0.341278461669021
Parkinson's disease,RTN1,0.000151078798484638,0.353586724492447
Parkinson's disease,TUBB2A,1.68316388593492e-06,0.327787426245535
Parkinson's disease,APOC1,0.000377160271233135,0.251003649174606
Parkinson's disease,ALDOB,0.00127665536455879,0.486583276587429
Parkinson's disease,MAL,0.00599275467127736,0.477658948221772
Parkinson's disease,EEF1A1,0.00101679391539466,0.451490778842731
Parkinson's disease,KRT1,0.0022346606668886,0.285947701964303
Parkinson's disease,TPM1,0.0012090446051658,0.482712900105473
Parkinson's disease,empty,0.00136342804942191,0.522461937104928
Parkinson's disease,KRT10,0.00126032269913656,0.35389577429087
Parkinson's disease,CALM1 /// CALM2 /// CALM3,0.000805594058188142,0.525455063043337
Parkinson's disease,NACA,0.00647474922734648,0.63110656709841
Parkinson's disease,RPS14,0.00119794369630855,0.586547757460083
Parkinson's disease,HMGN2,0.0014029585145523,0.533597129754895
Parkinson's disease,ARPC2,0.000157044835746745,0.330779927207704
Parkinson's disease,HSPA8 /// SNORD14C /// SNORD14D,0.00559372477694453,0.510159452825035
Parkinson's disease,RPS3,0.00064463624744393,0.345448596321335
Parkinson's disease,RPL39,0.00117668316578678,0.71602751996394
Parkinson's disease,HLA-B,0.00547015935183059,0.435746112240923
Parkinson's disease,NAP1L1,0.00139185130158714,0.404924325003161
Parkinson's disease,H3F3A /// H3F3AP4 /// H3F3B,0.000714241485223255,0.621813748537571
Parkinson's disease,RPLP0,0.000333702791502799,0.489360727745476
Parkinson's disease,TXN,0.000458262345054306,0.460757683843358
Parkinson's disease,RPS28,0.00398977652824617,0.645213843694659
Parkinson's disease,CYCS,0.0010844321992397,0.434175440469704
Parkinson's disease,UBC,0.000586776073983941,0.39243960972042
Parkinson's disease,TUBB,6.80757906601492e-06,0.439635899848448
Parkinson's disease,H3F3A /// H3F3B /// MIR4738,0.00227741209347077,0.364017335346594
Parkinson's disease,TUBA1A,8.32299968922534e-06,0.4608591249443
Parkinson's disease,TUBA1C,1.112574999107e-05,0.224065125161142
Parkinson's disease,CD74,0.00668998902453066,0.537309725813685
Parkinson's disease,FHL1,0.00580240583835145,0.462642025086372
Parkinson's disease,HSPA8 /// SNORD14C /// SNORD14D,0.0050672702948692,0.372101473018312
Parkinson's disease,KRT10,0.00128979743817181,0.422525686057006
Parkinson's disease,RPL13A /// RPL13AP5 /// SNORD32A /// SNORD33 /// SNORD34 /// SNORD35A,0.00111814514757214,0.71795417341898
Parkinson's disease,PEBP1,0.000952202708429328,0.453373543492861
Parkinson's disease,RTN4,1.16625226272982e-05,0.265782576052962
Parkinson's disease,TPM1,0.00247418605581962,0.535968764216224
Parkinson's disease,TPM1,0.000463006639674912,0.370317653114257
Parkinson's disease,TUBA1B,1.12167016421694e-05,0.415496022599672
Parkinson's disease,TUBA1B,3.95591602802003e-05,0.438899511230314
Parkinson's disease,UBC,0.00125913739946948,0.581441563579538
Parkinson's disease,EEF1G /// MIR3654,0.000826025348045656,0.478445661185451
Parkinson's disease,LOC101060363 /// PPIA,4.93146938251865e-06,0.306116307973216
Parkinson's disease,RPS17,0.00862960206042362,0.727790932482033
Parkinson's disease,RTN4,0.000830420763604955,0.454752647134868
Parkinson's disease,RPS10,0.000211237401988584,0.487544509899586
Parkinson's disease,RNU86 /// RPL3 /// SNORD83B,0.000406486551682628,0.435677917952768
Parkinson's disease,TUBB,3.62622304442839e-05,0.467138815130663
Parkinson's disease,RPLP0,0.000275938704812018,0.505943050622893
Parkinson's disease,PTGDS,0.00136609518927444,0.500013913702724
Parkinson's disease,TUBA1C,2.79968294176758e-05,0.255032641196026
Parkinson's disease,PPIA,8.51362272047407e-06,0.313606602119951
Parkinson's disease,EIF4A1 /// LOC101928634 /// SENP3-EIF4A1 /// SNORA48 /// SNORA67 /// SNORD10,0.000178974654636455,0.534097059522138
Parkinson's disease,EEF1G /// MIR3654,0.000500986700790129,0.506755446580635
Parkinson's disease,BTF3,0.000967176819603455,0.514048101843972
Parkinson's disease,H3F3A /// H3F3AP4 /// H3F3B,0.00131838016117991,0.627408167894458
Parkinson's disease,RPL13A /// RPL13AP5 /// RPL13AP6 /// SNORD32A /// SNORD33 /// SNORD34 /// SNORD35A,0.000866945071903102,0.500094493107796
Parkinson's disease,EIF1,0.00449618062081836,0.586587009388139
Parkinson's disease,IGFBP5,0.00139726594447809,0.520887919869205
Parkinson's disease,ACTB /// ACTG1,6.65229318275173e-05,0.413343186262422
Parkinson's disease,RPLP0,0.000888045009553085,0.49382263198066
Parkinson's disease,LOC101060363 /// PPIA,9.12562476140799e-07,0.324524924811429
Parkinson's disease,ACTB /// ACTG1,6.98899820431587e-05,0.381142558550431
Parkinson's disease,CALM1 /// CALM2 /// CALM3,0.00026836533621788,0.332767460188731
Parkinson's disease,ACTB /// ACTG1,0.000507021434031585,0.33698861251267
Parkinson's disease,H3F3A /// H3F3B /// MIR4738,0.00117826488374595,0.373688930948755
Parkinson's disease,RNU86 /// RPL3 /// SNORD83B,0.00656529879294798,0.686400448281405
Parkinson's disease,RPL7,0.00759772040638096,0.648355234120302
Parkinson's disease,SPTBN1,0.00664098751883524,0.568199608813472
Parkinson's disease,MYL6,0.00306347533530027,0.609728586273692
Parkinson's disease,EIF1,0.00199704355664265,0.61314649886235
Parkinson's disease,PTGDS,0.00209844738936138,0.594537021254688
Parkinson's disease,RPL13 /// SNORD68,0.002635814075857,0.681969033959607
Parkinson's disease,EIF1,0.00149805406967973,0.598102092497241
Parkinson's disease,MAP1B,0.000285744118355247,0.446618946442534
Parkinson's disease,ATP2A2,0.000888711640040674,0.334692388417277
Parkinson's disease,ACTB /// ACTG1,0.000362507946687685,0.215672851183733
Parkinson's disease,RPS2 /// SNORA64,0.000304565660703582,0.472045386744525
Parkinson's disease,GAPDH,1.5666668090053e-05,0.437811642004391
Parkinson's disease,TUBA1B,2.8425886843042e-05,0.358121395964521
Parkinson's disease,LOC101060363 /// PPIA,2.19835802417467e-06,0.329641549246316
Parkinson's disease,RPL13 /// SNORD68,0.00257750759909736,0.669932666298495
Parkinson's disease,RPL13A /// RPL13AP5 /// SNORD32A /// SNORD33 /// SNORD34 /// SNORD35A,0.00121257525407881,0.69314737812554
Parkinson's disease,ACTB /// ACTG1,0.000116875095582447,0.324964054894827
Parkinson's disease,Y16709,0.00198771159082411,0.271749233854582
Parkinson's disease,TNNT1,0.0020881629664945,0.272994852160402
Parkinson's disease,ACTB /// ACTG1,0.000113801996705409,0.434415312459216
Parkinson's disease,KRT10,0.00149250495513609,0.517496125678666
Parkinson's disease,RPS4X,0.00552447339381223,0.707676244057692
Parkinson's disease,HNRNPA1 /// HNRNPA1L2 /// HNRNPA1P10 /// HNRNPA1P33,0.00027174564341359,0.29628568601792
Parkinson's disease,LDB3,0.00251506529295731,0.269563855892079
Parkinson's disease,RPS12,0.00110207440455656,0.509622844465531
Parkinson's disease,GAPDH,1.33764767240585e-06,0.44090492808456
Parkinson's disease,EEF1A1,0.00358982256748575,0.64791745654683
Parkinson's disease,APOC1,0.000307449715821861,0.335154474974242
Parkinson's disease,LDHB,0.000164102082226836,0.558542430222832
Parkinson's disease,EEF1A1,0.001061290831747,0.532152276230387
Parkinson's disease,EEF1A1,0.00459608639631726,0.575526713758625
Parkinson's disease,empty,0.00182811148774698,0.308966804829804
Parkinson's disease,TUBA1B,2.47669554187535e-05,0.428494727483333
Parkinson's disease,empty,0.00158416731081068,0.177723679543756
Parkinson's disease,RPL35A,0.000795229893455596,0.478810136781001
Parkinson's disease,YWHAQ,0.000120193574004168,0.507447982300102
Parkinson's disease,ATP5A1,1.6107213246852e-05,0.252651297854718
Parkinson's disease,RPSA /// RPSAP19 /// RPSAP58 /// RPSAP9 /// SNORA6 /// SNORA62,0.000969062571031687,0.624639561811593
Parkinson's disease,H3F3A /// H3F3AP4 /// H3F3B,0.000292456573659616,0.656312934726258
Parkinson's disease,ACTB,0.00146160138673412,0.593632532263152
Parkinson's disease,empty,0.0049111838944712,0.177349822145346
Parkinson's disease,LOC101929087 /// SUMO2 /// SUMO3,0.000903389800093302,0.556607354703939
Parkinson's disease,HLA-A,0.00678462108680034,0.478698380817889
Parkinson's disease,RPS7,0.00594214836118412,0.596029949833827
Parkinson's disease,TF,0.00114141071370422,0.330246811739734
Parkinson's disease,GPX3,0.00161318710669933,0.407626292940339
Parkinson's disease,RPS9,0.000921333293968263,0.55023815932242
Parkinson's disease,LOC101928826 /// TPT1,0.009457025568121,0.714455827057773
Parkinson's disease,TPM3,0.00627713323253876,0.413985062776246
Parkinson's disease,FHL1,0.00160667528740333,0.521930758010208
Parkinson's disease,RTN4,2.75562186110578e-05,0.347014673247366
Parkinson's disease,HMGB1,0.00443454347970784,0.498015430342721
Parkinson's disease,COL3A1,0.00607699942165096,2.03856051966689
Parkinson's disease,RPL3,0.000325130150090391,0.481994721205822
Parkinson's disease,TMSB4X,0.000650728731945382,0.543227133246555
Parkinson's disease,GAPDH,7.11071429402299e-05,0.466644559620159
Parkinson's disease,RPS2 /// SNORA64,0.00933131066372506,0.286276692012023
Parkinson's disease,YWHAB,0.000381124564053148,0.488302614235537
Parkinson's disease,CHCHD2,0.000384277694431501,0.210662799015272
Parkinson's disease,RPL7A /// SNORD24 /// SNORD36A /// SNORD36B,0.000415039604950929,0.467456459890125
Parkinson's disease,RPS9,0.000260497433912987,0.471673545311782
Parkinson's disease,ATP5E,0.00875152211125896,0.678997412391531
Parkinson's disease,GLTSCR2 /// SNORD23,0.000859655462067677,0.614161516558098
Parkinson's disease,NGFRAP1,5.21030575666437e-05,0.207065558361804
Parkinson's disease,RPL22,0.00674788817671856,0.604591793909029
Parkinson's disease,ACTB /// ACTG1,6.61670357369193e-05,0.371712545294455
Parkinson's disease,TMA7,0.000608608467666638,0.333396524955307
Parkinson's disease,RP5-882O7.1,0.000410238568996912,0.411370300573543
Parkinson's disease,NEFL,0.000108818055497784,0.122665732857569
Parkinson's disease,HSPA8 /// SNORD14C /// SNORD14D,0.00746719789848649,0.501407832626841
Parkinson's disease,ND4,0.00108662585692598,1.31741188861936
Parkinson's disease,ND4,0.00217977058596963,1.28701052106874
Parkinson's disease,MALAT1,0.0012505334950923,1.6196857945246
Parkinson's disease,ACTB /// ACTG1,7.09990229226243e-05,0.388497538683723
Parkinson's disease,ACTB,0.00117234762486984,0.590229153461903
Parkinson's disease,RPL7A /// SNORD24 /// SNORD36A /// SNORD36B,0.00109375777781695,0.41904459920235
Parkinson's disease,RPL35A,0.00100200256728311,0.561875564780505
Parkinson's disease,MRFAP1,4.10025703265759e-05,0.437974775361946
Parkinson's disease,MALAT1,0.00142490716955757,1.93113046061736
Parkinson's disease,NUCKS1,0.00150583394039638,0.316598114341638
Parkinson's disease,EGR1,0.00358502680440786,0.0923090317664004
Parkinson's disease,NME7,0.00202710620944424,0.111668720843746
Parkinson's disease,PPP1CB,0.00398828621679093,0.250643837070243
Parkinson's disease,RPL10A,0.00140723907861073,0.46734534090332
Parkinson's disease,empty,0.000325031434128875,0.176525729509479
Parkinson's disease,RP3-486D24.1,0.000731670879102864,0.385028712157572
Parkinson's disease,RPL7A /// SNORD24 /// SNORD36A /// SNORD36B,0.00175523711540604,0.57596696916064
Parkinson's disease,SFN,0.000206616168788254,0.261195030224254
Parkinson's disease,SFN,8.89935678540787e-05,0.300680666768229
Parkinson's disease,ACTB,0.00106125440448956,0.605869696523083
Parkinson's disease,ACTB,0.00103091886046169,0.241188653399779
Parkinson's disease,ACTB,0.000434772273971484,0.254415029496298
Parkinson's disease,empty,0.00274319450205884,1.24363023757098
Parkinson's disease,GAPDH,0.000742444666149367,0.630013063452197
Parkinson's disease,GAPDH,0.000438547878906848,0.39637585722353
Parkinson's disease,GAPDH,0.000356203037886194,0.507845755968312
Parkinson's disease,empty,0.00346675169789423,4.10053153131065
Parkinson's disease,RPL41,0.00518412526480083,0.709174640575654
Parkinson's disease,FHL1,0.00734420396378332,0.44674684374955
Parkinson's disease,ACTB /// ACTG1,0.0099598148697122,0.496374804204837
Parkinson's disease,ACTB /// ACTG1,0.00899300580783602,0.491119874946518
Parkinson's disease,RP5-882O7.1,0.00598802964780576,0.420410785955377
Parkinson's disease,FHL1,0.00854159435001278,0.555923481537412
Parkinson's disease,FHL1,0.00520865952476313,0.684095464677516
Parkinson's disease,MYH7,0.00640625777060899,0.1958307662669
Parkinson's disease,SLC25A3,0.0086693082064796,0.278725279782106
Parkinson's disease,RPL10A,0.00394275965859847,0.477922492299122
Parkinson's disease,RPS15,0.00323757198076247,0.775216197140518
Parkinson's disease,RPS14,7.60859810045034e-07,0.687031238644536
Parkinson's disease,NAP1L1,0.0019583977315214,0.74247121084207
Parkinson's disease,RNU86 /// RPL3 /// SNORD83B,0.00579158136685465,0.574049286596297
Parkinson's disease,EEF1G /// MIR3654,0.00787728574540714,0.841896708945939
Parkinson's disease,RPL7,0.00453654431984318,0.695254415671512
Parkinson's disease,C18orf32 /// RPL17 /// RPL17-C18orf32 /// SNORD58A /// SNORD58B /// SNORD58C,0.00694880999594616,0.732350181642667
Parkinson's disease,RPS4X,0.00975060039932807,0.723634803071852
Parkinson's disease,ACTB /// ACTG1,0.00818936341550436,0.564771517164529
Parkinson's disease,MIR612 /// NEAT1,0.00263027561495388,4.13444298624199
Parkinson's disease,ACTB,0.000667428765741662,0.760877558862734
Parkinson's disease,HMGB1,7.32362932440722e-05,0.797995318222273
Prostate cancer,ND2,0.00922694054513862,1.23424688619816
Prostate cancer,ATP6,0.000749084483107065,1.26529464990021
Prostate cancer,COX2,0.00427925334852364,1.21685638661708
Prostate cancer,COX2,0.00254483958756879,1.19228239259037
Prostate cancer,ND3 /// SH3KBP1,0.00119706677841658,1.17317025502954
Prostate cancer,LOC100508408 /// RPS13 /// SNORD14B,0.00895946547648629,1.29941031163454
Prostate cancer,DDX5 /// MIR3064 /// MIR5047,0.00172528910297087,1.28217350003176
Prostate cancer,H3F3A /// H3F3AP4 /// H3F3B,0.00545141242481562,1.26725512011388
Prostate cancer,RPS10,0.00858230526188575,1.2237947992785
Prostate cancer,RPL13A /// RPL13AP5 /// SNORD32A /// SNORD33 /// SNORD34 /// SNORD35A,0.00811244475513329,1.30103161388303
Prostate cancer,GNAS,0.00466044535742394,1.33181621427986
Prostate cancer,RPS28,0.00236009567502782,1.30278383513018
Prostate cancer,PTPRO,0.00306650468391068,1.497840419226
Prostate cancer,FTH1P5,0.0051280530754142,1.24136509637084
Prostate cancer,GNAS,0.0091688699771505,1.36574083601384
Prostate cancer,RPL13A /// RPL13AP5 /// RPL13AP6 /// SNORD32A /// SNORD33 /// SNORD34 /// SNORD35A,0.00967679430062263,1.38684541628199
Prostate cancer,LOC101928826 /// TPT1,0.000127525086340396,1.2840386922812
Prostate cancer,ACTB /// ACTG1,0.00919140972485566,1.25829421214931
Prostate cancer,GNAS,0.0069217969691604,1.31731236733332
Prostate cancer,LOC101928826 /// TPT1,0.00647599481815875,1.15961491693699
Prostate cancer,RPL13A /// RPL13AP5 /// SNORD32A /// SNORD33 /// SNORD34 /// SNORD35A,0.0086257027195521,1.26878700842813
Prostate cancer,RPS4X,0.00685503365219109,1.24577160141654
Prostate cancer,EEF1A1,0.00696261339689108,1.18659023913136
Prostate cancer,APOC1,0.00341424088233966,2.10390990456673
Prostate cancer,EEF1A1,0.00908390363524414,1.18394447873584
Prostate cancer,H3F3A /// H3F3AP4 /// H3F3B,0.00840676038821453,1.21750126136837
Prostate cancer,GNAS,0.00354734934669054,1.39936175662749
Prostate cancer,TMA7,0.00165807042811794,1.20301240928878
Prostate cancer,ND4,0.000459931046827067,1.17964755742743
Prostate cancer,ND4,0.000441379377933426,1.19984763306388
Prostate cancer,RPL35A,0.00439167525721595,1.3896517904443
Prostate cancer,RPS16,0.00642901058220469,1.25548706358358
Prostate cancer - adjacent,COL1A1,0.00346109871809241,5.29298346077834
Prostate cancer - adjacent,IGFBP7,0.00969446245621441,3.36989819611155
Prostate cancer - adjacent,SEPP1,0.00886391820681476,1.58659120965357
Prostate cancer - adjacent,COL6A3,0.0050030099955688,3.11897362096299
Prostate cancer - adjacent,IGFBP4,0.0032595022512284,5.82101955469806
Prostate cancer - adjacent,COL3A1,0.0052345864303347,4.16531752184903
Prostate cancer - adjacent,EIF1,0.0063068507184576,1.97314281334846
Prostate cancer - adjacent,COL1A1,0.000218679625878626,10.341909705044
Prostate cancer - adjacent,CA3,0.00735646259718181,3.52243883733512
Prostate cancer - adjacent,ACTC1,0.0096841245389202,4.57551774923988
Prostate cancer - adjacent,PDLIM3,0.00411607716333473,3.60394394086206
Prostate cancer - adjacent,COL3A1,0.00907727729254115,3.56617410075482
Prostate cancer - adjacent,ITGB1,0.00911339259846711,2.08662912809496
Prostate cancer - adjacent,EIF1,0.00544215997733377,1.95473873244925
Prostate cancer - adjacent,EIF1,0.00869188201789062,1.98089694898769
Prostate cancer - adjacent,COL3A1,0.00793727174590386,3.80894226631206
Prostate cancer - adjacent,C3,0.00658281587212073,7.41946783342719
Rheumatoid arthritis,TAGLN,0.00356180257327898,0.272034267540236
Rheumatoid arthritis,MALAT1,0.0070771478566678,0.771973993249201
Rheumatoid arthritis,RPL21 /// RPL21P28 /// SNORA27 /// SNORD102,0.0046062307764827,0.597248021959963
Rheumatoid arthritis,HNRNPA1 /// HNRNPA1P10,0.0079124523915034,0.683636135705322
Rheumatoid arthritis,FAU,0.00702647704435844,0.599552210400754
Rheumatoid arthritis,RPL18,0.00813915450545966,0.590609862916781
Rheumatoid arthritis,RPS5,0.00297209275948573,0.490370350416946
Rheumatoid arthritis,RPL34,0.00473157425636161,0.639259162952384
Rheumatoid arthritis,RPL19,0.00765762101014222,0.629266021816078
Rheumatoid arthritis,RPS11 /// SNORD35B,0.00838560450858483,0.653490750520374
Rheumatoid arthritis,RPL9,0.00306230197046964,0.562571021750909
Rheumatoid arthritis,RPS10,0.00727051337621787,0.723545898411189
Rheumatoid arthritis,DSP,0.00265058854873779,0.269609820103068
Rheumatoid arthritis,RPL32,0.00490588148031423,0.623398167793289
Rheumatoid arthritis,HMGB1,0.00836816186500577,0.672198422562406
Rheumatoid arthritis,GSN,2.91967067468368e-05,0.225492190301935
Rheumatoid arthritis,RPL13A /// RPL13AP5 /// SNORD32A /// SNORD33 /// SNORD34 /// SNORD35A,0.00555211891392293,0.634414008287546
Rheumatoid arthritis,RPL7,0.00921469124693552,0.591757375883768
Rheumatoid arthritis,RPL10 /// SNORA70,0.00372294171925647,0.611935086512267
Rheumatoid arthritis,SPARCL1,0.00423256819792095,0.396720036485499
Rheumatoid arthritis,RPS15,0.00815497260572184,0.632137321211427
Rheumatoid arthritis,RPS21,0.00739063913948523,0.550233714672579
Rheumatoid arthritis,RPLP2 /// SNORA52,0.00140881062434395,0.618857548879502
Rheumatoid arthritis,RPS23,0.00535537440252787,0.645497939979937
Rheumatoid arthritis,RPL5 /// SNORD21,0.00917947449429057,0.516724712183469
Rheumatoid arthritis,RPS20 /// SNORD54,0.00414568313356101,0.547852489089336
Rheumatoid arthritis,DSTN,0.00718682277495952,0.370428655339919
Rheumatoid arthritis,MYL9,0.00922377293301091,0.345257163674158
Rheumatoid arthritis,RPL4 /// SNORD16 /// SNORD18A /// SNORD18B /// SNORD18C,0.00915771852293923,0.665260180755772
Rheumatoid arthritis,YBX3,0.000373991302622501,0.512070599773256
Rheumatoid arthritis,RNU86 /// RPL3 /// SNORD83B,0.00400034225581203,0.697829636145396
Rheumatoid arthritis,RPS6,0.00677827069074843,0.654536539374486
Rheumatoid arthritis,RPS3A /// SNORD73A,0.00910733357905602,0.700090822560259
Rheumatoid arthritis,GPX3,0.0006560827502885,0.172917990339269
Rheumatoid arthritis,RPL37A,0.000859096276160431,0.694346114500308
Rheumatoid arthritis,APOD,0.00427022968217783,0.0348936669775942
Rheumatoid arthritis,FHL1,1.470016773919e-05,0.253297184016551
Rheumatoid arthritis,TIMP1,0.00334397048281398,3.2576506469317
Rheumatoid arthritis,HSPB1,0.00687355008936619,0.593308251495812
Rheumatoid arthritis,DCN,0.0057122204943113,0.454210392593959
Rheumatoid arthritis,EIF1,0.00743576738012486,0.377249375401458
Rheumatoid arthritis,SLPI,0.00407165810131127,0.0586165597402254
Rheumatoid arthritis,FABP4,0.00550371971880603,0.0318399829308807
Rheumatoid arthritis,MAL,0.00595276770088837,0.267427355125707
Rheumatoid arthritis,PGC,0.00563694195089504,0.526499760452735
Rheumatoid arthritis,TAGLN,0.00410807035460459,0.245570828107574
Rheumatoid arthritis,MYH11,0.00447487160052273,0.167332621835516
Rheumatoid arthritis,RPL22,0.00167794309594482,0.600379932091145
Rheumatoid arthritis,RPL23A /// SNORD42A,0.00648461983126392,0.676698425470504
Rheumatoid arthritis,RPL23A /// SNORD42A,0.0066752676323153,0.678714329172448
Rheumatoid arthritis,RPS28,0.00312647811890399,0.739160619853778
Rheumatoid arthritis,RPL13 /// SNORD68,0.00449022135119892,0.736344791219597
Rheumatoid arthritis,IGLC1,0.000435422343610603,107.162559194647
Rheumatoid arthritis,HLA-B,0.00666630495153386,1.72877373333419
Rheumatoid arthritis,CRYAB,0.000276185205826951,0.0800986193223598
Rheumatoid arthritis,FHL1,0.00260164625748016,0.141917989984647
Rheumatoid arthritis,RPL13A /// RPL13AP5 /// SNORD32A /// SNORD33 /// SNORD34 /// SNORD35A,0.00661447603761323,0.7179317766245
Rheumatoid arthritis,PEBP1,0.0021807697540096,0.505048659332882
Rheumatoid arthritis,EEF1G /// MIR3654,0.00859668721358731,0.734607412404202
Rheumatoid arthritis,IGHG1 /// IGHG2 /// IGHM /// IGHV4-31 /// MIR8071-1 /// MIR8071-2,0.000183748779600701,140.11321305043
Rheumatoid arthritis,RPS17,0.00988562408780325,0.619119251420524
Rheumatoid arthritis,HBB,0.00778711916119734,0.187696012212955
Rheumatoid arthritis,RPL4 /// SNORD16 /// SNORD18A /// SNORD18B /// SNORD18C,0.00602313947873823,0.648921689013277
Rheumatoid arthritis,DCN,0.0048085172573562,0.343163807936905
