# Program:featureCounts v2.0.2; Command:"c:/bmes/featurecounts.w64.exe" "-a" "C:\Users\GavinGao\AppData\Local\Temp\bmes\GCF_000146045.2_R64_genomic.gffGCF_000146045.2_R64045146000GCFallgenomesftp.ncbi.nlm.nih.gov" "-o" "mutation.txt" "C:/Users/GavinGao/AppData/Local/Temp/bmes/SRR1302792_pass.randsamplernaseq.dbp2ftpsacan.biomed.drexel.edu.fastq.sam" "-O" "--tmpDir" "C:/Users/GavinGao/AppData/Local/Temp/bmes" "-T" "32" "-t" "exon" "-g" "locus_tag" 
Geneid	Chr	Start	End	Strand	Length	C:/Users/GavinGao/AppData/Local/Temp/bmes/SRR1302792_pass.randsamplernaseq.dbp2ftpsacan.biomed.drexel.edu.fastq.sam
YDR347W	NC_001136.10	1169178	1170143	+	966	7
YDR348C	NC_001136.10	1170326	1171825	-	1500	10
YDR349C	NC_001136.10	1172386	1174176	-	1791	19
YNCD0025W	NC_001136.10	1175829	1175901	+	73	0
YDR350C	NC_001136.10	1176120	1178174	-	2055	10
YDR351W	NC_001136.10	1178666	1181260	+	2595	19
YDR352W	NC_001136.10	1181801	1182754	+	954	9
YDR353W	NC_001136.10	1183299	1184258	+	960	47
YDR354W	NC_001136.10	1184747	1185889	+	1143	5
YDR356W	NC_001136.10	1186107	1188941	+	2835	14
YDR357C	NC_001136.10	1189199	1189567	-	369	3
YDR358W	NC_001136.10	1190059	1191732	+	1674	8
YDR359C	NC_001136.10	1191936	1194884	-	2949	9
YDR361C	NC_001136.10	1195412	1196263	-	852	29
YDR362C	NC_001136.10	1196679	1198697	-	2019	11
YDR363W	NC_001136.10	1199183	1200553	+	1371	2
YNCD0026W	NC_001136.10	1201750	1201822	+	73	5
YDR363W-A	NC_001136.10	1202128	1202397	+	270	6
YDR364C	NC_001136.10	1202843	1204210	-	1368	5
YDR365C	NC_001136.10	1204497	1206383	-	1887	50
YDR365W-B	NC_001136.10	1206997	1212265	+	5269	65
YDR365W-A	NC_001136.10	1206997	1208319	+	1323	27
YDR366C	NC_001136.10	1212438	1212836	-	399	2
YDR367W	NC_001136.10;NC_001136.10	1212848;1212979	1212877;1213614	+;+	666	4
YDR368W	NC_001136.10	1213904	1214842	+	939	11
YDR369C	NC_001136.10	1215016	1217580	-	2565	3
YDR370C	NC_001136.10	1217782	1219110	-	1329	1
YDR371W	NC_001136.10	1219413	1220948	+	1536	2
YDR372C	NC_001136.10	1221112	1222149	-	1038	9
YDR373W	NC_001136.10	1222759	1223331	+	573	8
YDR374C	NC_001136.10	1223474	1224394	-	921	0
YDR374W-A	NC_001136.10	1224757	1225026	+	270	2
YDR375C	NC_001136.10	1225166	1226536	-	1371	6
YDR376W	NC_001136.10	1226822	1228303	+	1482	6
YDR377W	NC_001136.10	1228611	1228916	+	306	13
YDR378C	NC_001136.10	1229349	1229609	-	261	10
YDR379W	NC_001136.10	1230167	1233196	+	3030	11
YDR379C-A	NC_001136.10	1233278	1233517	-	240	1
YDR380W	NC_001136.10	1234218	1236125	+	1908	25
YDR381W	NC_001136.10;NC_001136.10	1236558;1237609	1236842;1238004	+;+	681	72
YDR381C-A	NC_001136.10;NC_001136.10	1238312;1238825	1238630;1238850	-;-	345	9
YDR382W	NC_001136.10	1239492	1239824	+	333	138
YDR383C	NC_001136.10	1239960	1240676	-	717	5
YDR384C	NC_001136.10	1241204	1242031	-	828	3
YDR385W	NC_001136.10	1243230	1245758	+	2529	474
YDR386W	NC_001136.10	1246084	1247982	+	1899	3
YDR387C	NC_001136.10	1248154	1249821	-	1668	6
YDR388W	NC_001136.10	1250186	1251634	+	1449	25
YDR389W	NC_001136.10	1252537	1254501	+	1965	17
YDR390C	NC_001136.10	1254937	1256847	-	1911	7
YNCD0027C	NC_001136.10	1257008	1257079	-	72	6
YDR391C	NC_001136.10	1257358	1258056	-	699	2
YDR392W	NC_001136.10	1258696	1259709	+	1014	3
YDR393W	NC_001136.10	1259901	1261271	+	1371	2
YDR394W	NC_001136.10	1261681	1262967	+	1287	49
YDR395W	NC_001136.10	1263324	1266158	+	2835	26
YDR397C	NC_001136.10;NC_001136.10	1266366;1266862	1266769;1266898	-;-	441	5
YDR398W	NC_001136.10	1267471	1269402	+	1932	46
YDR399W	NC_001136.10	1270068	1270733	+	666	21
YDR400W	NC_001136.10	1271063	1272085	+	1023	4
YDR402C	NC_001136.10	1272234	1273703	-	1470	2
YDR403W	NC_001136.10	1274602	1276212	+	1611	0
YDR404C	NC_001136.10	1276654	1277169	-	516	4
YDR405W	NC_001136.10	1277646	1278437	+	792	1
YDR406W	NC_001136.10	1279210	1283799	+	4590	9
YDR407C	NC_001136.10	1284069	1287938	-	3870	13
YDR408C	NC_001136.10	1288215	1288859	-	645	24
YDR409W	NC_001136.10	1289406	1292120	+	2715	2
YDR410C	NC_001136.10	1292372	1293091	-	720	5
YDR411C	NC_001136.10	1293369	1294394	-	1026	7
YDR412W	NC_001136.10	1294693	1295400	+	708	7
YDR414C	NC_001136.10	1295598	1296686	-	1089	5
YDR415C	NC_001136.10	1297037	1298161	-	1125	8
YDR416W	NC_001136.10	1298432	1301011	+	2580	8
YDR418W	NC_001136.10	1301616	1302113	+	498	39
YDR419W	NC_001136.10	1303174	1305072	+	1899	3
YNCD0028W	NC_001136.10	1305630	1305712	+	83	0
YDR420W	NC_001136.10	1306267	1311675	+	5409	16
YDR421W	NC_001136.10	1312040	1314892	+	2853	15
YDR422C	NC_001136.10	1315326	1317773	-	2448	6
YDR423C	NC_001136.10	1318046	1319275	-	1230	4
YDR424C	NC_001136.10;NC_001136.10;NC_001136.10	1319387;1319698;1319817	1319617;1319720;1319841	-;-;-	279	7
YDR425W	NC_001136.10	1320064	1321941	+	1878	0
YDR427W	NC_001136.10	1322205	1323386	+	1182	22
YDR428C	NC_001136.10	1323454	1324239	-	786	4
YDR429C	NC_001136.10	1324477	1325301	-	825	36
YDR430C	NC_001136.10	1325501	1328470	-	2970	10
YDR432W	NC_001136.10	1328783	1330027	+	1245	52
YDR434W	NC_001136.10	1331237	1332841	+	1605	8
YDR435C	NC_001136.10	1332983	1333969	-	987	1
YDR436W	NC_001136.10	1334821	1336953	+	2133	8
YDR437W	NC_001136.10	1337352	1337774	+	423	3
YDR438W	NC_001136.10	1338274	1339386	+	1113	5
YDR439W	NC_001136.10	1339676	1340719	+	1044	2
YDR440W	NC_001136.10	1342493	1344241	+	1749	3
YDR441C	NC_001136.10	1344517	1345062	-	546	5
YDR443C	NC_001136.10	1345676	1349938	-	4263	10
YDR444W	NC_001136.10	1350290	1352353	+	2064	8
YNCD0029C	NC_001136.10	1352466	1352538	-	73	3
YDR446W	NC_001136.10	1353725	1354633	+	909	0
YDR447C	NC_001136.10;NC_001136.10	1354829;1355551	1355236;1355553	-;-	411	141
YDR448W	NC_001136.10	1356065	1357369	+	1305	4
YDR449C	NC_001136.10	1357580	1358902	-	1323	8
YDR450W	NC_001136.10;NC_001136.10	1359923;1360405	1359969;1360798	+;+	441	204
YDR451C	NC_001136.10	1361120	1362181	-	1062	6
YDR452W	NC_001136.10	1362878	1364902	+	2025	16
YDR453C	NC_001136.10	1365072	1365662	-	591	0
YDR454C	NC_001136.10	1366264	1366827	-	564	24
YDR456W	NC_001136.10	1367485	1369386	+	1902	10
YDR457W	NC_001136.10	1369790	1379596	+	9807	52
YDR458C	NC_001136.10	1380055	1382046	-	1992	7
YDR459C	NC_001136.10	1382319	1383443	-	1125	8
YDR460W	NC_001136.10	1383811	1384776	+	966	3
YDR461W	NC_001136.10	1385176	1385286	+	111	2
YDR461C-A	NC_001136.10	1385524	1385766	-	243	5
YDR462W	NC_001136.10	1386073	1386516	+	444	4
YDR463W	NC_001136.10	1386816	1388375	+	1560	12
YDR464W	NC_001136.10	1388872	1393179	+	4308	12
YDR465C	NC_001136.10	1393336	1394574	-	1239	20
YDR466W	NC_001136.10	1395121	1397817	+	2697	3
YDR468C	NC_001136.10	1398026	1398700	-	675	9
YDR469W	NC_001136.10	1399015	1399542	+	528	6
YDR470C	NC_001136.10	1399706	1401214	-	1509	4
YDR471W	NC_001136.10;NC_001136.10	1401770;1402185	1401800;1402564	+;+	411	70
YNCD0030W	NC_001136.10	1402919	1403042	+	124	89
YDR472W	NC_001136.10	1403322	1404173	+	852	6
YDR473C	NC_001136.10	1404445	1405854	-	1410	0
YDR475C	NC_001136.10	1407464	1410094	-	2631	38
YDR476C	NC_001136.10	1410453	1411127	-	675	3
YDR477W	NC_001136.10	1412373	1414274	+	1902	11
YDR478W	NC_001136.10	1414575	1415171	+	597	0
YDR479C	NC_001136.10	1415210	1416874	-	1665	3
YDR480W	NC_001136.10	1417399	1418370	+	972	2
YDR481C	NC_001136.10	1418550	1420250	-	1701	24
YDR482C	NC_001136.10	1420431	1420838	-	408	6
YDR483W	NC_001136.10	1421157	1422485	+	1329	24
YDR484W	NC_001136.10	1422763	1424688	+	1926	5
YDR485C	NC_001136.10	1424820	1427207	-	2388	10
YDR486C	NC_001136.10	1427431	1428120	-	690	12
YDR487C	NC_001136.10	1428354	1428980	-	627	61
YDR488C	NC_001136.10	1429188	1430789	-	1602	10
YDR489W	NC_001136.10	1431012	1431896	+	885	9
YDR490C	NC_001136.10	1431968	1434268	-	2301	10
YDR492W	NC_001136.10	1434924	1435874	+	951	5
YDR493W	NC_001136.10	1436217	1436588	+	372	3
YDR494W	NC_001136.10	1436930	1438015	+	1086	9
YDR495C	NC_001136.10	1438115	1441150	-	3036	8
YDR496C	NC_001136.10	1441433	1443403	-	1971	34
YDR497C	NC_001136.10	1443713	1445467	-	1755	53
YDR498C	NC_001136.10	1445843	1446994	-	1152	9
YDR499W	NC_001136.10	1447830	1450073	+	2244	11
YDR500C	NC_001136.10;NC_001136.10	1450198;1450847	1450457;1450853	-;-	267	90
YDR501W	NC_001136.10	1451353	1452918	+	1566	2
YDR502C	NC_001136.10	1453310	1454464	-	1155	8
YDR503C	NC_001136.10	1455042	1455866	-	825	1
YDR504C	NC_001136.10	1456311	1456694	-	384	3
YDR505C	NC_001136.10	1456695	1459220	-	2526	37
YDR506C	NC_001136.10	1459728	1461554	-	1827	1
YNCD0031C	NC_001136.10;NC_001136.10	1461715;1461792	1461758;1461829	-;-	82	27
YDR507C	NC_001136.10	1462358	1465786	-	3429	19
YDR508C	NC_001136.10	1466453	1468444	-	1992	74
YDR510W	NC_001136.10	1469400	1469705	+	306	5
YDR511W	NC_001136.10	1470017	1470418	+	402	2
YDR512C	NC_001136.10	1470500	1471063	-	564	1
YDR513W	NC_001136.10	1471017	1471448	+	432	14
YDR514C	NC_001136.10	1471548	1472999	-	1452	2
YDR515W	NC_001136.10	1473429	1474772	+	1344	6
YDR516C	NC_001136.10	1474974	1476476	-	1503	10
YDR517W	NC_001136.10	1477239	1478357	+	1119	15
YDR518W	NC_001136.10	1478608	1480161	+	1554	4
YDR519W	NC_001136.10	1480425	1480832	+	408	6
YDR520C	NC_001136.10	1481085	1483403	-	2319	3
YDR522C	NC_001136.10	1483795	1485303	-	1509	0
YDR523C	NC_001136.10	1485566	1487038	-	1473	0
YDR524C	NC_001136.10	1487542	1488990	-	1449	9
YDR524W-C	NC_001136.10	1489403	1489492	+	90	24
YDR524C-B	NC_001136.10	1489598	1489798	-	201	134
YDR525W	NC_001136.10	1489905	1490234	+	330	0
YDR525W-A	NC_001136.10	1490596	1490835	+	240	1
YDR527W	NC_001136.10	1491094	1492413	+	1320	23
YNCD0032C	NC_001136.10	1492477	1493026	-	550	179
YDR528W	NC_001136.10	1494586	1495857	+	1272	1
YDR529C	NC_001136.10	1496165	1496548	-	384	20
YDR530C	NC_001136.10	1496791	1497768	-	978	3
YDR531W	NC_001136.10	1498232	1499335	+	1104	12
YDR532C	NC_001136.10	1499396	1500553	-	1158	3
YDR533C	NC_001136.10	1501447	1502160	-	714	4
YDR534C	NC_001136.10	1503314	1504900	-	1587	0
YDR536W	NC_001136.10	1508005	1509714	+	1710	0
YDR538W	NC_001136.10	1510902	1511630	+	729	0
YDR539W	NC_001136.10	1512094	1513605	+	1512	5
YDR540C	NC_001136.10	1517136	1517675	-	540	1
YDR541C	NC_001136.10	1519664	1520698	-	1035	4
YDR542W	NC_001136.10	1523249	1523611	+	363	0
YDR545W	NC_001136.10	1526321	1531711	+	5391	46
YEL077C	NC_001137.3	264	4097	-	3834	25
YEL076C-A	NC_001137.3;NC_001137.3	4185;4602	4322;5114	-;-	651	3
YEL076C	NC_001137.3	4464	5114	-	651	3
YEL075C	NC_001137.3	5345	5713	-	369	1
YEL073C	NC_001137.3	7230	7553	-	324	0
YEL072W	NC_001137.3	13720	14415	+	696	2
YEL071W	NC_001137.3	16355	17845	+	1491	31
YEL070W	NC_001137.3	19589	21097	+	1509	1
YEL069C	NC_001137.3	21537	23231	-	1695	0
YEL068C	NC_001137.3	25646	25978	-	333	2
YEL067C	NC_001137.3	26189	26776	-	588	3
YEL066W	NC_001137.3	26721	27206	+	486	14
YEL065W	NC_001137.3	27657	29543	+	1887	16
YEL064C	NC_001137.3	29797	31239	-	1443	6
YEL063C	NC_001137.3	31694	33466	-	1773	17
YEL062W	NC_001137.3	34407	36254	+	1848	4
YEL061C	NC_001137.3	36535	39537	-	3003	7
YEL060C	NC_001137.3	40046	41953	-	1908	36
YEL059C-A	NC_001137.3	42400	42624	-	225	1
YEL059W	NC_001137.3	42652	42960	+	309	0
YEL058W	NC_001137.3	43252	44925	+	1674	38
YEL057C	NC_001137.3	45020	45721	-	702	0
YEL056W	NC_001137.3	47168	48373	+	1206	9
YEL055C	NC_001137.3	48471	51539	-	3069	34
YNCE0001C	NC_001137.3	52150	52320	-	171	263
YEL054C	NC_001137.3	52721	53218	-	498	103
YEL053C	NC_001137.3	53901	56102	-	2202	4
YEL052W	NC_001137.3	56571	58100	+	1530	9
YEL051W	NC_001137.3	58378	59148	+	771	28
YEL050C	NC_001137.3	59670	60851	-	1182	15
YNCE0002W	NC_001137.3	61352	61433	+	82	158
YNCE0003W	NC_001137.3	61699	61789	+	91	20
YNCE0004C	NC_001137.3	61890	61960	-	71	2
YEL049W	NC_001137.3	63728	64090	+	363	0
YEL048C	NC_001137.3	64709	65167	-	459	1
YEL047C	NC_001137.3	65385	66797	-	1413	34
YEL046C	NC_001137.3	67629	68792	-	1164	140
YEL044W	NC_001137.3	69757	70257	+	501	18
YEL043W	NC_001137.3	70478	73348	+	2871	9
YEL042W	NC_001137.3	73771	75327	+	1557	13
YEL041W	NC_001137.3	75944	77431	+	1488	6
YEL040W	NC_001137.3	78053	79456	+	1404	53
YEL039C	NC_001137.3	79636	79977	-	342	3
YEL038W	NC_001137.3	80462	81145	+	684	17
YEL037C	NC_001137.3	81407	82603	-	1197	4
YEL036C	NC_001137.3	83050	84552	-	1503	31
YEL035C	NC_001137.3	85045	85545	-	501	0
YEL034W	NC_001137.3	85676	86149	+	474	86
YEL033W	NC_001137.3	86179	86598	+	420	19
YNCE0005W	NC_001137.3	86604	86685	+	82	4
YEL032W	NC_001137.3	86937	89852	+	2916	38
YEL031W	NC_001137.3	90258	93905	+	3648	29
YEL030W	NC_001137.3	94644	96578	+	1935	0
YEL029C	NC_001137.3	96858	97796	-	939	6
YEL028W	NC_001137.3	98668	99129	+	462	1
YNCE0006W	NC_001137.3	100133	100204	+	72	0
YEL027W	NC_001137.3	100769	101251	+	483	22
YEL026W	NC_001137.3	101943	102323	+	381	12
YEL025C	NC_001137.3	102581	106147	-	3567	16
YEL024W	NC_001137.3	107260	107907	+	648	6
YEL023C	NC_001137.3	108504	110552	-	2049	0
YEL022W	NC_001137.3	111421	115800	+	4380	21
YEL021W	NC_001137.3	116167	116970	+	804	0
YEL020W-A	NC_001137.3	117211	117474	+	264	6
YNCE0007C	NC_001137.3	117667	118035	-	369	713
YEL020C	NC_001137.3	118617	120299	-	1683	5
YEL019C	NC_001137.3	120498	121301	-	804	0
YEL018W	NC_001137.3	121471	122310	+	840	4
YEL017C-A	NC_001137.3	122798	122929	-	132	36
YEL017W	NC_001137.3	123657	124670	+	1014	4
YEL016C	NC_001137.3	124737	126218	-	1482	5
YEL015W	NC_001137.3	126629	128284	+	1656	30
YEL014C	NC_001137.3	128303	128608	-	306	2
YEL013W	NC_001137.3	128825	130561	+	1737	29
YNCE0008C	NC_001137.3	131082	131153	-	72	39
YEL012W	NC_001137.3;NC_001137.3	131772;131900	131776;132551	+;+	657	2
YEL011W	NC_001137.3	133120	135234	+	2115	4
YNCE0009C	NC_001137.3	135425	135497	-	73	6
YEL009C-A	NC_001137.3	136371	136778	-	408	0
YNCE0010W	NC_001137.3	138666	138737	+	72	0
YEL009C	NC_001137.3	138918	139763	-	846	135
YEL008W	NC_001137.3	140512	140892	+	381	0
YEL007W	NC_001137.3	141892	143892	+	2001	2
YEL006W	NC_001137.3	144327	145334	+	1008	4
YEL005C	NC_001137.3	145907	146755	-	849	0
YEL004W	NC_001137.3	146951	147979	+	1029	1
YEL003W	NC_001137.3;NC_001137.3	148176;148283	148194;148599	+;+	336	8
YEL002C	NC_001137.3	148722	150014	-	1293	22
YEL001C	NC_001137.3	150301	150978	-	678	10
YER001W	NC_001137.3	153520	155808	+	2289	11
YER002W	NC_001137.3	156803	157498	+	696	11
YER003C	NC_001137.3;NC_001137.3	157736;159088	158994;159118	-;-	1290	23
YER004W	NC_001137.3	159580	160275	+	696	15
YER005W	NC_001137.3	160550	162442	+	1893	13
YER006W	NC_001137.3	162723	164285	+	1563	23
YER007W	NC_001137.3	164527	166083	+	1557	2
YER007C-A	NC_001137.3;NC_001137.3	166237;166875	166771;166885	-;-	546	9
YNCE0011C	NC_001137.3	167427	167586	-	160	84
YER008C	NC_001137.3	167808	171818	-	4011	7
YER009W	NC_001137.3	172115	172492	+	378	18
YER010C	NC_001137.3	172634	173338	-	705	3
YER011W	NC_001137.3	175248	176012	+	765	0
YNCE0012W	NC_001137.3	177099	177170	+	72	132
YER012W	NC_001137.3	177835	178431	+	597	9
YER013W	NC_001137.3	178841	182278	+	3438	4
YER014W	NC_001137.3	182600	184219	+	1620	8
YER014C-A	NC_001137.3;NC_001137.3	183731;184678	184169;184700	-;-	462	3
YER015W	NC_001137.3	184541	186775	+	2235	2
YER016W	NC_001137.3	188277	189311	+	1035	13
YER017C	NC_001137.3	189503	191788	-	2286	14
YER018C	NC_001137.3	191959	192624	-	666	2
YER019W	NC_001137.3	192797	194230	+	1434	21
YER019C-A	NC_001137.3	194273	194539	-	267	26
YER020W	NC_001137.3	195168	196517	+	1350	6
YER021W	NC_001137.3	196948	198519	+	1572	75
YER022W	NC_001137.3	198812	200875	+	2064	14
YER023W	NC_001137.3	201076	201936	+	861	21
YER024W	NC_001137.3	202192	204963	+	2772	6
YER025W	NC_001137.3	205251	206834	+	1584	65
YNCE0013W	NC_001137.3	207357	207428	+	72	35
YER026C	NC_001137.3	207644	208474	-	831	13
YER027C	NC_001137.3	208979	210232	-	1254	6
YER028C	NC_001137.3	210692	211876	-	1185	3
YER029C	NC_001137.3	212587	213177	-	591	7
YER030W	NC_001137.3	213437	213898	+	462	6
YER031C	NC_001137.3	214076	214747	-	672	7
YER032W	NC_001137.3	215063	217693	+	2631	3
YER033C	NC_001137.3	218057	221287	-	3231	9
YER034W	NC_001137.3	221846	222403	+	558	4
YER035W	NC_001137.3	222639	223076	+	438	16
YER036C	NC_001137.3	223367	225199	-	1833	67
YER037W	NC_001137.3	225889	226854	+	966	68
YER038C	NC_001137.3	226858	228252	-	1395	17
YER038W-A	NC_001137.3	228451	228831	+	381	2
YER039C	NC_001137.3	228456	229205	-	750	4
YER039C-A	NC_001137.3	229263	229481	-	219	1
YER040W	NC_001137.3	229795	231987	+	2193	1
YER041W	NC_001137.3	232461	234740	+	2280	5
YER042W	NC_001137.3	234937	235491	+	555	6
YER043C	NC_001137.3	235770	237119	-	1350	44
YER044C	NC_001137.3	237570	238016	-	447	2
YER044C-A	NC_001137.3;NC_001137.3	238460;239712	239623;239774	-;-	1227	1
YER045C	NC_001137.3	240032	241501	-	1470	4
YER046W	NC_001137.3	243180	243611	+	432	2
YER047C	NC_001137.3	243810	246503	-	2694	0
YER048C	NC_001137.3	246982	248157	-	1176	10
YNCE0014W	NC_001137.3	250286	250357	+	72	33
YER048W-A	NC_001137.3	250718	251002	+	285	9
YER049W	NC_001137.3	251728	253662	+	1935	110
YER050C	NC_001137.3	253971	254387	-	417	14
YER051W	NC_001137.3	254656	256134	+	1479	2
YER052C	NC_001137.3	256375	257958	-	1584	10
YER053C	NC_001137.3	258737	259639	-	903	38
YER053C-A	NC_001137.3	260933	261046	-	114	2
YER054C	NC_001137.3	262052	263698	-	1647	3
YER055C	NC_001137.3	264892	265785	-	894	25
YER056C	NC_001137.3	266512	268113	-	1602	73
YER056C-A	NC_001137.3;NC_001137.3	269423;270149	269751;270185	-;-	366	27
YER057C	NC_001137.3	270737	271126	-	390	3
YER058W	NC_001137.3	271768	272091	+	324	0
YER059W	NC_001137.3	272624	273886	+	1263	0
YER060W	NC_001137.3	274567	276153	+	1587	8
YER060W-A	NC_001137.3	276572	278164	+	1593	1
YER061C	NC_001137.3	278298	279626	-	1329	7
YER062C	NC_001137.3	279930	280682	-	753	73
YER063W	NC_001137.3	281710	282366	+	657	7
YER064C	NC_001137.3	282705	284222	-	1518	10
YER065C	NC_001137.3	285241	286914	-	1674	20
YNCE0015C	NC_001137.3	288443	288524	-	82	1
YER066W	NC_001137.3	290242	290799	+	558	4
YER067W	NC_001137.3	292066	292551	+	486	0
YER068W	NC_001137.3	293050	294813	+	1764	10
YER069W	NC_001137.3	295410	298001	+	2592	14
YER070W	NC_001137.3	298950	301616	+	2667	28
YER071C	NC_001137.3	301947	302327	-	381	1
YER072W	NC_001137.3	302806	303195	+	390	8
YER073W	NC_001137.3	304030	305592	+	1563	18
YER074W	NC_001137.3;NC_001137.3	306323;306792	306325;307196	+;+	408	156
YER074W-A	NC_001137.3;NC_001137.3;NC_001137.3	307653;307849;308068	307746;307956;308123	+;+;+	258	12
YER075C	NC_001137.3	308413	311199	-	2787	5
YNCE0016C	NC_001137.3	312023	312095	-	73	68
YER076C	NC_001137.3	312590	313498	-	909	6
YER077C	NC_001137.3	314534	316600	-	2067	7
YER078C	NC_001137.3	316807	318342	-	1536	3
YER078W-A	NC_001137.3	318646	318810	+	165	0
YER079W	NC_001137.3	318920	319552	+	633	1
YER080W	NC_001137.3	319963	321846	+	1884	4
YNCE0017W	NC_001137.3	322212	322762	+	551	3
YER081W	NC_001137.3	322686	324095	+	1410	16
YER082C	NC_001137.3	324272	325936	-	1665	7
YER083C	NC_001137.3	326174	327031	-	858	13
YER084W	NC_001137.3	327065	327451	+	387	0
YER085C	NC_001137.3	327619	328140	-	522	2
YER086W	NC_001137.3	328477	330207	+	1731	13
YER087W	NC_001137.3	330576	332306	+	1731	2
YER087C-B	NC_001137.3	332582	332830	-	249	2
YER088C	NC_001137.3	333176	335188	-	2013	8
YER089C	NC_001137.3	335946	337340	-	1395	20
YER090W	NC_001137.3	337949	339472	+	1524	27
YER091C	NC_001137.3	339864	342167	-	2304	36
YER092W	NC_001137.3	342855	343232	+	378	3
YER093C	NC_001137.3	343320	347612	-	4293	17
YER093C-A	NC_001137.3;NC_001137.3	347912;348277	348201;348400	-;-	414	2
YER094C	NC_001137.3	348729	349346	-	618	27
YER095W	NC_001137.3	349980	351182	+	1203	16
YER096W	NC_001137.3	351698	353236	+	1539	2
YNCE0018W	NC_001137.3	354934	355005	+	72	118
YER098W	NC_001137.3	355466	357730	+	2265	9
YER099C	NC_001137.3	358105	359061	-	957	14
YER100W	NC_001137.3	359562	360314	+	753	11
YER101C	NC_001137.3	360502	361794	-	1293	0
YER102W	NC_001137.3	363100	363702	+	603	363
YER103W	NC_001137.3	364589	366517	+	1929	9
YER104W	NC_001137.3	366802	367428	+	627	3
YER105C	NC_001137.3	367838	372013	-	4176	33
YER106W	NC_001137.3	372326	373234	+	909	0
YER107C	NC_001137.3	373448	374545	-	1098	8
YER110C	NC_001137.3	378762	382103	-	3342	57
YER111C	NC_001137.3	382595	385876	-	3282	7
YER112W	NC_001137.3	387232	387795	+	564	8
YER113C	NC_001137.3	387932	390052	-	2121	13
YER114C	NC_001137.3	390590	393712	-	3123	6
YER115C	NC_001137.3	394292	394867	-	576	10
YER116C	NC_001137.3	395348	396172	-	825	9
YER117W	NC_001137.3;NC_001137.3	396769;397282	396810;397653	+;+	414	127
YER118C	NC_001137.3	397952	399055	-	1104	2
YER119C	NC_001137.3	399496	400842	-	1347	4
YER120W	NC_001137.3	401135	401869	+	735	41
YER121W	NC_001137.3	402375	402719	+	345	0
YER122C	NC_001137.3	402871	404352	-	1482	37
YER123W	NC_001137.3	404813	406387	+	1575	9
YER124C	NC_001137.3	407342	409063	-	1722	51
YER125W	NC_001137.3	410189	412618	+	2430	61
YER126C	NC_001137.3	413394	414179	-	786	21
YER127W	NC_001137.3	414481	415554	+	1074	7
YER128W	NC_001137.3	415859	416470	+	612	4
YER129W	NC_001137.3	417281	420709	+	3429	21
YER130C	NC_001137.3	421115	422446	-	1332	124
YER131W	NC_001137.3	423952	424311	+	360	76
YNCE0019W	NC_001137.3	424698	424883	+	186	60
YER132C	NC_001137.3	425188	430449	-	5262	17
YNCE0020C	NC_001137.3	431129	431220	-	92	923
YER133W	NC_001137.3;NC_001137.3	432495;433197	432671;433958	+;+	939	33
YNCE0021C	NC_001137.3	434541	434612	-	72	43
YNCE0022C	NC_001137.3	435752	435824	-	73	4
YER134C	NC_001137.3	437267	437803	-	537	2
YER135C	NC_001137.3	437952	438344	-	393	0
YNCE0023W	NC_001137.3	438700	438773	+	74	0
YER136W	NC_001137.3	439616	440971	+	1356	12
YER137C	NC_001137.3	441373	441819	-	447	0
YNCE0024W	NC_001137.3	441987	442508	+	522	6179
YNCE0025C	NC_001137.3	443202	443275	-	74	0
YER138C	NC_001137.3	443756	449024	-	5269	54
YER137C-A	NC_001137.3	447702	449024	-	1323	19
YER138W-A	NC_001137.3	449474	449578	+	105	0
YER139C	NC_001137.3	450563	451243	-	681	2
YER140W	NC_001137.3	451565	453235	+	1671	8
YER141W	NC_001137.3	453459	454919	+	1461	11
YER142C	NC_001137.3	455146	456036	-	891	3
YER143W	NC_001137.3	456319	457605	+	1287	3
YER144C	NC_001137.3	457806	460223	-	2418	13
YER145C	NC_001137.3	460526	461740	-	1215	29
YER145C-A	NC_001137.3	462386	462823	-	438	7
YER146W	NC_001137.3	462585	462866	+	282	6
YER147C	NC_001137.3	462968	464842	-	1875	4
YER148W	NC_001137.3	465303	466025	+	723	23
YER149C	NC_001137.3	466208	467470	-	1263	5
YER150W	NC_001137.3	468370	468816	+	447	6
YNCE0026W	NC_001137.3	469457	469530	+	74	0
YER151C	NC_001137.3	469686	472424	-	2739	20
YER152C	NC_001137.3	472657	473988	-	1332	29
YER153C	NC_001137.3	474041	474805	-	765	2
YER154W	NC_001137.3	475020	476228	+	1209	10
YER155C	NC_001137.3	476345	482848	-	6504	53
YER156C	NC_001137.3	483325	484341	-	1017	23
YER157W	NC_001137.3	484788	487193	+	2406	13
YNCE0027C	NC_001137.3	487331	487402	-	72	104
YER158C	NC_001137.3	488857	490578	-	1722	8
YER159C	NC_001137.3	491530	491958	-	429	21
YNCE0028C	NC_001137.3	492352	492424	-	73	1
YER160C	NC_001137.3	492856	498124	-	5269	45
YER159C-A	NC_001137.3	496802	498124	-	1323	16
YER161C	NC_001137.3	499347	500348	-	1002	4
YER162C	NC_001137.3	500630	502894	-	2265	5
YER163C	NC_001137.3	503084	503782	-	699	6
YER164W	NC_001137.3	505392	509798	+	4407	33
YER165W	NC_001137.3	510373	512106	+	1734	79
YER166W	NC_001137.3	512744	517459	+	4716	34
YER167W	NC_001137.3	518216	520771	+	2556	7
