# Program:featureCounts v2.0.2; Command:"c:/bmes/featurecounts.w64.exe" "-a" "C:\Users\GavinGao\AppData\Local\Temp\bmes\GCF_000146045.2_R64_genomic.gffGCF_000146045.2_R64045146000GCFallgenomesftp.ncbi.nlm.nih.gov" "-o" "wildtype.txt" "C:/Users/GavinGao/AppData/Local/Temp/bmes/SRR1302790_pass.randsamplernaseq.dbp2ftpsacan.biomed.drexel.edu.fastq.sam" "-O" "--tmpDir" "C:/Users/GavinGao/AppData/Local/Temp/bmes" "-T" "32" "-t" "exon" "-g" "locus_tag" 
Geneid	Chr	Start	End	Strand	Length	C:/Users/GavinGao/AppData/Local/Temp/bmes/SRR1302790_pass.randsamplernaseq.dbp2ftpsacan.biomed.drexel.edu.fastq.sam
YDR164C	NC_001136.10	782041	784215	-	2175	0
YDR165W	NC_001136.10	784871	786205	+	1335	1
YDR166C	NC_001136.10	786306	789221	-	2916	4
YDR167W	NC_001136.10	789449	790069	+	621	0
YDR168W	NC_001136.10	790328	791848	+	1521	3
YDR169C	NC_001136.10	792348	793889	-	1542	0
YDR169C-A	NC_001136.10	794574	794723	-	150	0
YDR170C	NC_001136.10	796193	802222	-	6030	7
YNCD0016C	NC_001136.10	802731	802802	-	72	11
YDR170W-A	NC_001136.10	803195	804517	+	1323	2
YDR171W	NC_001136.10	806621	807748	+	1128	0
YDR172W	NC_001136.10	808324	810381	+	2058	6
YDR173C	NC_001136.10	810565	811632	-	1068	1
YDR174W	NC_001136.10	812110	812850	+	741	2
YDR175C	NC_001136.10	813193	814152	-	960	1
YDR176W	NC_001136.10	814452	816560	+	2109	1
YDR177W	NC_001136.10	816878	817525	+	648	0
YDR178W	NC_001136.10	817950	818495	+	546	1
YDR179C	NC_001136.10	818708	819196	-	489	0
YDR179W-A	NC_001136.10	819433	820824	+	1392	5
YDR180W	NC_001136.10	821295	825776	+	4482	2
YDR181C	NC_001136.10	825910	827355	-	1446	0
YDR182W	NC_001136.10	827582	829057	+	1476	1
YDR182W-A	NC_001136.10	829151	829354	+	204	0
YDR183W	NC_001136.10	829585	830277	+	693	0
YDR184C	NC_001136.10	830629	831513	-	885	0
YDR185C	NC_001136.10	831934	832473	-	540	1
YDR186C	NC_001136.10	832859	835492	-	2634	2
YDR188W	NC_001136.10	836421	838061	+	1641	18
YDR189W	NC_001136.10	838392	840392	+	2001	0
YDR190C	NC_001136.10	840604	841995	-	1392	3
YDR191W	NC_001136.10	842337	843449	+	1113	2
YDR192C	NC_001136.10	843569	844861	-	1293	0
YDR194C	NC_001136.10	845952	847946	-	1995	6
YDR194W-A	NC_001136.10	848071	848223	+	153	0
YDR195W	NC_001136.10	848599	850200	+	1602	1
YDR196C	NC_001136.10	850274	850999	-	726	0
YDR197W	NC_001136.10	851228	852397	+	1170	0
YDR198C	NC_001136.10	852533	853972	-	1440	0
YDR200C	NC_001136.10	854279	856093	-	1815	1
YDR201W	NC_001136.10	856317	856814	+	498	0
YDR202C	NC_001136.10	856898	857953	-	1056	0
YDR204W	NC_001136.10	858137	859144	+	1008	1
YDR205W	NC_001136.10	859346	861520	+	2175	0
YDR206W	NC_001136.10	862054	864708	+	2655	2
YDR207C	NC_001136.10	865012	867522	-	2511	0
YDR208W	NC_001136.10	868224	870563	+	2340	0
YDR209C	NC_001136.10	871036	871449	-	414	0
YDR210W	NC_001136.10	871074	871301	+	228	0
YDR210W-B	NC_001136.10	872112	877425	+	5314	4
YDR210W-A	NC_001136.10	872112	873428	+	1317	1
YDR210C-D	NC_001136.10	878659	883927	-	5269	15
YDR210C-C	NC_001136.10	882605	883927	-	1323	3
YNCD0017W	NC_001136.10;NC_001136.10	884361;884458	884397;884493	+;+	73	8
YDR211W	NC_001136.10	884727	886865	+	2139	5
YDR212W	NC_001136.10	887232	888911	+	1680	15
YDR213W	NC_001136.10	889751	892492	+	2742	1
YDR214W	NC_001136.10	892875	893927	+	1053	5
YDR215C	NC_001136.10	894089	894502	-	414	0
YDR216W	NC_001136.10	895035	899006	+	3972	0
YDR217C	NC_001136.10	899551	903480	-	3930	1
YDR218C	NC_001136.10	903781	905052	-	1272	0
YDR219C	NC_001136.10	905455	906852	-	1398	0
YDR221W	NC_001136.10	907330	909438	+	2109	3
YDR222W	NC_001136.10	910054	911301	+	1248	2
YDR223W	NC_001136.10	912099	913502	+	1404	0
YDR224C	NC_001136.10	914317	914712	-	396	0
YDR225W	NC_001136.10	915530	915928	+	399	7
YDR226W	NC_001136.10	916486	917154	+	669	18
YDR227W	NC_001136.10	917571	921647	+	4077	1
YDR228C	NC_001136.10	921926	923806	-	1881	0
YDR229W	NC_001136.10	924785	926146	+	1362	0
YDR231C	NC_001136.10	926293	926910	-	618	1
YDR232W	NC_001136.10	927452	929098	+	1647	1
YDR233C	NC_001136.10	929470	930357	-	888	1
YDR234W	NC_001136.10	931129	933210	+	2082	8
YDR235W	NC_001136.10	933504	935138	+	1635	3
YDR236C	NC_001136.10	935236	935892	-	657	1
YDR237W	NC_001136.10	936615	937493	+	879	1
YDR238C	NC_001136.10	937895	940816	-	2922	6
YDR239C	NC_001136.10	941057	943420	-	2364	0
YDR240C	NC_001136.10	943674	945152	-	1479	1
YNCD0018W	NC_001136.10;NC_001136.10	946312;946365	946350;946400	+;+	75	0
YDR242W	NC_001136.10	946807	948456	+	1650	0
YDR243C	NC_001136.10	948518	950284	-	1767	0
YDR244W	NC_001136.10	950563	952401	+	1839	1
YDR245W	NC_001136.10	952800	953981	+	1182	1
YDR246W	NC_001136.10	954288	954947	+	660	1
YDR246W-A	NC_001136.10	955133	955333	+	201	0
YDR247W	NC_001136.10	956013	957398	+	1386	0
YDR248C	NC_001136.10	957758	958339	-	582	0
YDR249C	NC_001136.10	958681	959802	-	1122	0
YDR251W	NC_001136.10	960614	963106	+	2493	2
YDR252W	NC_001136.10	963412	963861	+	450	0
YDR253C	NC_001136.10	963990	964565	-	576	0
YDR254W	NC_001136.10	965113	966489	+	1377	2
YDR255C	NC_001136.10	966557	967822	-	1266	0
YDR256C	NC_001136.10	968133	969680	-	1548	2
YDR257C	NC_001136.10	969990	971474	-	1485	0
YDR258C	NC_001136.10	971808	974243	-	2436	3
YDR259C	NC_001136.10	974631	975782	-	1152	0
YDR260C	NC_001136.10	976717	977229	-	513	0
YDR261C	NC_001136.10	977521	979209	-	1689	0
YNCD0019C	NC_001136.10	980974	981055	-	82	4
YDR261W-B	NC_001136.10	981462	986775	+	5314	3
YDR261W-A	NC_001136.10	981462	982778	+	1317	0
YDR261C-D	NC_001136.10	987534	992349	-	4816	23
YDR261C-C	NC_001136.10	991027	992349	-	1323	4
YNCD0020W	NC_001136.10	992832	992902	+	71	8
YDR262W	NC_001136.10	993134	993952	+	819	0
YDR263C	NC_001136.10	994242	995534	-	1293	1
YDR264C	NC_001136.10	996029	998323	-	2295	7
YDR265W	NC_001136.10	998864	999877	+	1014	1
YDR266C	NC_001136.10	1000104	1002023	-	1920	1
YDR267C	NC_001136.10	1002510	1003502	-	993	0
YDR268W	NC_001136.10	1004004	1005143	+	1140	2
YDR270W	NC_001136.10	1005675	1008689	+	3015	0
YDR272W	NC_001136.10	1009010	1009834	+	825	0
YDR273W	NC_001136.10	1010176	1011273	+	1098	0
YDR274C	NC_001136.10	1011589	1011960	-	372	2
YDR275W	NC_001136.10	1012252	1012959	+	708	1
YDR276C	NC_001136.10	1013476	1013643	-	168	1
YDR277C	NC_001136.10	1014401	1015702	-	1302	0
YDR278C	NC_001136.10	1017001	1017318	-	318	37
YNCD0021C	NC_001136.10	1017207	1017278	-	72	37
YDR279W	NC_001136.10	1019368	1020420	+	1053	1
YDR280W	NC_001136.10	1020747	1021664	+	918	3
YDR281C	NC_001136.10	1022007	1022321	-	315	0
YDR282C	NC_001136.10	1023511	1024755	-	1245	1
YDR283C	NC_001136.10	1025070	1030049	-	4980	4
YDR284C	NC_001136.10	1030550	1031419	-	870	0
YDR285W	NC_001136.10	1032436	1035063	+	2628	0
YDR286C	NC_001136.10	1035231	1035575	-	345	0
YDR287W	NC_001136.10	1035995	1036873	+	879	1
YDR288W	NC_001136.10	1037195	1038106	+	912	0
YDR289C	NC_001136.10	1038280	1039509	-	1230	2
YDR291W	NC_001136.10	1039728	1042961	+	3234	0
YDR292C	NC_001136.10	1043146	1045011	-	1866	6
YDR293C	NC_001136.10	1045640	1049392	-	3753	1
YDR294C	NC_001136.10	1050459	1052228	-	1770	0
YDR295C	NC_001136.10	1052623	1054647	-	2025	0
YDR296W	NC_001136.10	1055212	1055892	+	681	3
YDR297W	NC_001136.10	1056551	1057600	+	1050	3
YDR298C	NC_001136.10	1058176	1058814	-	639	2
YDR299W	NC_001136.10	1059627	1061231	+	1605	0
YDR300C	NC_001136.10	1061505	1062791	-	1287	8
YDR301W	NC_001136.10	1063352	1067425	+	4074	0
YDR302W	NC_001136.10	1067731	1068390	+	660	0
YDR303C	NC_001136.10	1068729	1071386	-	2658	1
YDR304C	NC_001136.10	1071880	1072557	-	678	13
YDR305C	NC_001136.10;NC_001136.10	1072746;1073402	1073312;1073488	-;-	654	3
YDR306C	NC_001136.10	1073735	1075171	-	1437	0
YNCD0022C	NC_001136.10	1075472	1075544	-	73	6
YDR307W	NC_001136.10	1075865	1077853	+	1989	2
YDR308C	NC_001136.10	1078027	1078449	-	423	1
YDR309C	NC_001136.10	1079048	1080199	-	1152	2
YDR310C	NC_001136.10	1081128	1084316	-	3189	3
YDR311W	NC_001136.10	1085065	1086993	+	1929	1
YDR312W	NC_001136.10	1087581	1088942	+	1362	0
YDR313C	NC_001136.10	1089219	1090079	-	861	1
YDR314C	NC_001136.10	1090433	1092511	-	2079	0
YDR315C	NC_001136.10	1092741	1093586	-	846	0
YDR316W	NC_001136.10	1093763	1095178	+	1416	1
YNCD0023C	NC_001136.10;NC_001136.10	1095370;1095425	1095405;1095461	-;-	73	2
YDR316W-B	NC_001136.10	1096064	1101332	+	5269	21
YDR316W-A	NC_001136.10	1096064	1097386	+	1323	1
YDR317W	NC_001136.10	1102184	1103428	+	1245	0
YDR318W	NC_001136.10;NC_001136.10	1103758;1103893	1103809;1104947	+;+	1107	1
YDR319C	NC_001136.10	1105003	1105827	-	825	1
YDR320C	NC_001136.10	1106095	1108101	-	2007	0
YDR320C-A	NC_001136.10	1108280	1108498	-	219	0
YDR321W	NC_001136.10	1108702	1109847	+	1146	7
YDR322W	NC_001136.10	1110589	1111692	+	1104	0
YDR322C-A	NC_001136.10	1112003	1112293	-	291	0
YDR323C	NC_001136.10	1112480	1114027	-	1548	1
YDR324C	NC_001136.10	1114433	1116763	-	2331	1
YDR325W	NC_001136.10	1117126	1120233	+	3108	5
YDR326C	NC_001136.10	1120609	1124925	-	4317	0
YDR328C	NC_001136.10	1125434	1126018	-	585	5
YDR329C	NC_001136.10	1126270	1127595	-	1326	0
YDR330W	NC_001136.10	1127872	1129374	+	1503	1
YDR331W	NC_001136.10	1129588	1130823	+	1236	1
YDR332W	NC_001136.10	1131001	1133070	+	2070	0
YDR333C	NC_001136.10	1133260	1135431	-	2172	4
YDR334W	NC_001136.10	1135932	1140476	+	4545	4
YDR335W	NC_001136.10	1141168	1144842	+	3675	10
YDR336W	NC_001136.10	1145092	1146036	+	945	0
YDR337W	NC_001136.10	1146319	1147179	+	861	0
YDR338C	NC_001136.10	1147379	1149466	-	2088	0
YDR339C	NC_001136.10	1149951	1150520	-	570	0
YNCD0024C	NC_001136.10	1150842	1150941	-	100	0
YDR341C	NC_001136.10	1151803	1153626	-	1824	20
YDR342C	NC_001136.10	1154216	1155928	-	1713	0
YDR343C	NC_001136.10	1159608	1161320	-	1713	0
YDR344C	NC_001136.10	1162006	1162449	-	444	0
YDR345C	NC_001136.10	1162957	1164660	-	1704	3
YDR346C	NC_001136.10	1167214	1168659	-	1446	17
YDR347W	NC_001136.10	1169178	1170143	+	966	2
YDR348C	NC_001136.10	1170326	1171825	-	1500	0
YDR349C	NC_001136.10	1172386	1174176	-	1791	1
YNCD0025W	NC_001136.10	1175829	1175901	+	73	0
YDR350C	NC_001136.10	1176120	1178174	-	2055	1
YDR351W	NC_001136.10	1178666	1181260	+	2595	0
YDR352W	NC_001136.10	1181801	1182754	+	954	1
YDR353W	NC_001136.10	1183299	1184258	+	960	8
YDR354W	NC_001136.10	1184747	1185889	+	1143	0
YDR356W	NC_001136.10	1186107	1188941	+	2835	0
YDR357C	NC_001136.10	1189199	1189567	-	369	0
YDR358W	NC_001136.10	1190059	1191732	+	1674	0
YDR359C	NC_001136.10	1191936	1194884	-	2949	0
YDR361C	NC_001136.10	1195412	1196263	-	852	2
YDR362C	NC_001136.10	1196679	1198697	-	2019	1
YDR363W	NC_001136.10	1199183	1200553	+	1371	0
YNCD0026W	NC_001136.10	1201750	1201822	+	73	0
YDR363W-A	NC_001136.10	1202128	1202397	+	270	4
YDR364C	NC_001136.10	1202843	1204210	-	1368	0
YDR365C	NC_001136.10	1204497	1206383	-	1887	6
YDR365W-B	NC_001136.10	1206997	1212265	+	5269	29
YDR365W-A	NC_001136.10	1206997	1208319	+	1323	2
YDR366C	NC_001136.10	1212438	1212836	-	399	0
YDR367W	NC_001136.10;NC_001136.10	1212848;1212979	1212877;1213614	+;+	666	0
YDR368W	NC_001136.10	1213904	1214842	+	939	0
YDR369C	NC_001136.10	1215016	1217580	-	2565	0
YDR370C	NC_001136.10	1217782	1219110	-	1329	1
YDR371W	NC_001136.10	1219413	1220948	+	1536	0
YDR372C	NC_001136.10	1221112	1222149	-	1038	7
YDR373W	NC_001136.10	1222759	1223331	+	573	1
YDR374C	NC_001136.10	1223474	1224394	-	921	0
YDR374W-A	NC_001136.10	1224757	1225026	+	270	1
YDR375C	NC_001136.10	1225166	1226536	-	1371	1
YDR376W	NC_001136.10	1226822	1228303	+	1482	1
YDR377W	NC_001136.10	1228611	1228916	+	306	1
YDR378C	NC_001136.10	1229349	1229609	-	261	6
YDR379W	NC_001136.10	1230167	1233196	+	3030	0
YDR379C-A	NC_001136.10	1233278	1233517	-	240	0
YDR380W	NC_001136.10	1234218	1236125	+	1908	1
YDR381W	NC_001136.10;NC_001136.10	1236558;1237609	1236842;1238004	+;+	681	13
YDR381C-A	NC_001136.10;NC_001136.10	1238312;1238825	1238630;1238850	-;-	345	1
YDR382W	NC_001136.10	1239492	1239824	+	333	12
YDR383C	NC_001136.10	1239960	1240676	-	717	0
YDR384C	NC_001136.10	1241204	1242031	-	828	3
YDR385W	NC_001136.10	1243230	1245758	+	2529	58
YDR386W	NC_001136.10	1246084	1247982	+	1899	1
YDR387C	NC_001136.10	1248154	1249821	-	1668	0
YDR388W	NC_001136.10	1250186	1251634	+	1449	2
YDR389W	NC_001136.10	1252537	1254501	+	1965	0
YDR390C	NC_001136.10	1254937	1256847	-	1911	0
YNCD0027C	NC_001136.10	1257008	1257079	-	72	3
YDR391C	NC_001136.10	1257358	1258056	-	699	0
YDR392W	NC_001136.10	1258696	1259709	+	1014	0
YDR393W	NC_001136.10	1259901	1261271	+	1371	1
YDR394W	NC_001136.10	1261681	1262967	+	1287	2
YDR395W	NC_001136.10	1263324	1266158	+	2835	7
YDR397C	NC_001136.10;NC_001136.10	1266366;1266862	1266769;1266898	-;-	441	0
YDR398W	NC_001136.10	1267471	1269402	+	1932	5
YDR399W	NC_001136.10	1270068	1270733	+	666	5
YDR400W	NC_001136.10	1271063	1272085	+	1023	2
YDR402C	NC_001136.10	1272234	1273703	-	1470	0
YDR403W	NC_001136.10	1274602	1276212	+	1611	0
YDR404C	NC_001136.10	1276654	1277169	-	516	1
YDR405W	NC_001136.10	1277646	1278437	+	792	0
YDR406W	NC_001136.10	1279210	1283799	+	4590	4
YDR407C	NC_001136.10	1284069	1287938	-	3870	0
YDR408C	NC_001136.10	1288215	1288859	-	645	1
YDR409W	NC_001136.10	1289406	1292120	+	2715	0
YDR410C	NC_001136.10	1292372	1293091	-	720	0
YDR411C	NC_001136.10	1293369	1294394	-	1026	1
YDR412W	NC_001136.10	1294693	1295400	+	708	0
YDR414C	NC_001136.10	1295598	1296686	-	1089	0
YDR415C	NC_001136.10	1297037	1298161	-	1125	0
YDR416W	NC_001136.10	1298432	1301011	+	2580	2
YDR418W	NC_001136.10	1301616	1302113	+	498	3
YDR419W	NC_001136.10	1303174	1305072	+	1899	0
YNCD0028W	NC_001136.10	1305630	1305712	+	83	1
YDR420W	NC_001136.10	1306267	1311675	+	5409	0
YDR421W	NC_001136.10	1312040	1314892	+	2853	2
YDR422C	NC_001136.10	1315326	1317773	-	2448	0
YDR423C	NC_001136.10	1318046	1319275	-	1230	1
YDR424C	NC_001136.10;NC_001136.10;NC_001136.10	1319387;1319698;1319817	1319617;1319720;1319841	-;-;-	279	1
YDR425W	NC_001136.10	1320064	1321941	+	1878	0
YDR427W	NC_001136.10	1322205	1323386	+	1182	2
YDR428C	NC_001136.10	1323454	1324239	-	786	1
YDR429C	NC_001136.10	1324477	1325301	-	825	11
YDR430C	NC_001136.10	1325501	1328470	-	2970	1
YDR432W	NC_001136.10	1328783	1330027	+	1245	5
YDR434W	NC_001136.10	1331237	1332841	+	1605	2
YDR435C	NC_001136.10	1332983	1333969	-	987	0
YDR436W	NC_001136.10	1334821	1336953	+	2133	0
YDR437W	NC_001136.10	1337352	1337774	+	423	2
YDR438W	NC_001136.10	1338274	1339386	+	1113	0
YDR439W	NC_001136.10	1339676	1340719	+	1044	0
YDR440W	NC_001136.10	1342493	1344241	+	1749	0
YDR441C	NC_001136.10	1344517	1345062	-	546	1
YDR443C	NC_001136.10	1345676	1349938	-	4263	0
YDR444W	NC_001136.10	1350290	1352353	+	2064	3
YNCD0029C	NC_001136.10	1352466	1352538	-	73	1
YDR446W	NC_001136.10	1353725	1354633	+	909	0
YDR447C	NC_001136.10;NC_001136.10	1354829;1355551	1355236;1355553	-;-	411	50
YDR448W	NC_001136.10	1356065	1357369	+	1305	0
YDR449C	NC_001136.10	1357580	1358902	-	1323	0
YDR450W	NC_001136.10;NC_001136.10	1359923;1360405	1359969;1360798	+;+	441	27
YDR451C	NC_001136.10	1361120	1362181	-	1062	0
YDR452W	NC_001136.10	1362878	1364902	+	2025	7
YDR453C	NC_001136.10	1365072	1365662	-	591	0
YDR454C	NC_001136.10	1366264	1366827	-	564	1
YDR456W	NC_001136.10	1367485	1369386	+	1902	0
YDR457W	NC_001136.10	1369790	1379596	+	9807	8
YDR458C	NC_001136.10	1380055	1382046	-	1992	4
YDR459C	NC_001136.10	1382319	1383443	-	1125	0
YDR460W	NC_001136.10	1383811	1384776	+	966	0
YDR461W	NC_001136.10	1385176	1385286	+	111	0
YDR461C-A	NC_001136.10	1385524	1385766	-	243	0
YDR462W	NC_001136.10	1386073	1386516	+	444	1
YDR463W	NC_001136.10	1386816	1388375	+	1560	0
YDR464W	NC_001136.10	1388872	1393179	+	4308	1
YDR465C	NC_001136.10	1393336	1394574	-	1239	2
YDR466W	NC_001136.10	1395121	1397817	+	2697	0
YDR468C	NC_001136.10	1398026	1398700	-	675	1
YDR469W	NC_001136.10	1399015	1399542	+	528	0
YDR470C	NC_001136.10	1399706	1401214	-	1509	1
YDR471W	NC_001136.10;NC_001136.10	1401770;1402185	1401800;1402564	+;+	411	5
YNCD0030W	NC_001136.10	1402919	1403042	+	124	26
YDR472W	NC_001136.10	1403322	1404173	+	852	1
YDR473C	NC_001136.10	1404445	1405854	-	1410	0
YDR475C	NC_001136.10	1407464	1410094	-	2631	0
YDR476C	NC_001136.10	1410453	1411127	-	675	0
YDR477W	NC_001136.10	1412373	1414274	+	1902	0
YDR478W	NC_001136.10	1414575	1415171	+	597	0
YDR479C	NC_001136.10	1415210	1416874	-	1665	0
YDR480W	NC_001136.10	1417399	1418370	+	972	0
YDR481C	NC_001136.10	1418550	1420250	-	1701	10
YDR482C	NC_001136.10	1420431	1420838	-	408	2
YDR483W	NC_001136.10	1421157	1422485	+	1329	1
YDR484W	NC_001136.10	1422763	1424688	+	1926	0
YDR485C	NC_001136.10	1424820	1427207	-	2388	1
YDR486C	NC_001136.10	1427431	1428120	-	690	1
YDR487C	NC_001136.10	1428354	1428980	-	627	5
YDR488C	NC_001136.10	1429188	1430789	-	1602	1
YDR489W	NC_001136.10	1431012	1431896	+	885	0
YDR490C	NC_001136.10	1431968	1434268	-	2301	2
YDR492W	NC_001136.10	1434924	1435874	+	951	0
YDR493W	NC_001136.10	1436217	1436588	+	372	0
YDR494W	NC_001136.10	1436930	1438015	+	1086	1
YDR495C	NC_001136.10	1438115	1441150	-	3036	0
YDR496C	NC_001136.10	1441433	1443403	-	1971	0
YDR497C	NC_001136.10	1443713	1445467	-	1755	7
YDR498C	NC_001136.10	1445843	1446994	-	1152	1
YDR499W	NC_001136.10	1447830	1450073	+	2244	1
YDR500C	NC_001136.10;NC_001136.10	1450198;1450847	1450457;1450853	-;-	267	5
YDR501W	NC_001136.10	1451353	1452918	+	1566	0
YDR502C	NC_001136.10	1453310	1454464	-	1155	0
YDR503C	NC_001136.10	1455042	1455866	-	825	0
YDR504C	NC_001136.10	1456311	1456694	-	384	0
YDR505C	NC_001136.10	1456695	1459220	-	2526	7
YDR506C	NC_001136.10	1459728	1461554	-	1827	0
YNCD0031C	NC_001136.10;NC_001136.10	1461715;1461792	1461758;1461829	-;-	82	3
YDR507C	NC_001136.10	1462358	1465786	-	3429	1
YDR508C	NC_001136.10	1466453	1468444	-	1992	3
YDR510W	NC_001136.10	1469400	1469705	+	306	0
YDR511W	NC_001136.10	1470017	1470418	+	402	0
YDR512C	NC_001136.10	1470500	1471063	-	564	0
YDR513W	NC_001136.10	1471017	1471448	+	432	0
YDR514C	NC_001136.10	1471548	1472999	-	1452	1
YDR515W	NC_001136.10	1473429	1474772	+	1344	0
YDR516C	NC_001136.10	1474974	1476476	-	1503	5
YDR517W	NC_001136.10	1477239	1478357	+	1119	6
YDR518W	NC_001136.10	1478608	1480161	+	1554	2
YDR519W	NC_001136.10	1480425	1480832	+	408	3
YDR520C	NC_001136.10	1481085	1483403	-	2319	1
YDR522C	NC_001136.10	1483795	1485303	-	1509	0
YDR523C	NC_001136.10	1485566	1487038	-	1473	0
YDR524C	NC_001136.10	1487542	1488990	-	1449	2
YDR524W-C	NC_001136.10	1489403	1489492	+	90	2
YDR524C-B	NC_001136.10	1489598	1489798	-	201	11
YDR525W	NC_001136.10	1489905	1490234	+	330	0
YDR525W-A	NC_001136.10	1490596	1490835	+	240	0
YDR527W	NC_001136.10	1491094	1492413	+	1320	1
YNCD0032C	NC_001136.10	1492477	1493026	-	550	29
YDR528W	NC_001136.10	1494586	1495857	+	1272	0
YDR529C	NC_001136.10	1496165	1496548	-	384	0
YDR530C	NC_001136.10	1496791	1497768	-	978	1
YDR531W	NC_001136.10	1498232	1499335	+	1104	3
YDR532C	NC_001136.10	1499396	1500553	-	1158	0
YDR533C	NC_001136.10	1501447	1502160	-	714	0
YDR534C	NC_001136.10	1503314	1504900	-	1587	0
YDR536W	NC_001136.10	1508005	1509714	+	1710	0
YDR538W	NC_001136.10	1510902	1511630	+	729	0
YDR539W	NC_001136.10	1512094	1513605	+	1512	0
YDR540C	NC_001136.10	1517136	1517675	-	540	0
YDR541C	NC_001136.10	1519664	1520698	-	1035	0
YDR542W	NC_001136.10	1523249	1523611	+	363	0
YDR545W	NC_001136.10	1526321	1531711	+	5391	2
YEL077C	NC_001137.3	264	4097	-	3834	4
YEL076C-A	NC_001137.3;NC_001137.3	4185;4602	4322;5114	-;-	651	0
YEL076C	NC_001137.3	4464	5114	-	651	0
YEL075C	NC_001137.3	5345	5713	-	369	0
YEL073C	NC_001137.3	7230	7553	-	324	0
YEL072W	NC_001137.3	13720	14415	+	696	0
YEL071W	NC_001137.3	16355	17845	+	1491	21
YEL070W	NC_001137.3	19589	21097	+	1509	0
YEL069C	NC_001137.3	21537	23231	-	1695	0
YEL068C	NC_001137.3	25646	25978	-	333	0
YEL067C	NC_001137.3	26189	26776	-	588	0
YEL066W	NC_001137.3	26721	27206	+	486	1
YEL065W	NC_001137.3	27657	29543	+	1887	7
YEL064C	NC_001137.3	29797	31239	-	1443	0
YEL063C	NC_001137.3	31694	33466	-	1773	1
YEL062W	NC_001137.3	34407	36254	+	1848	0
YEL061C	NC_001137.3	36535	39537	-	3003	3
YEL060C	NC_001137.3	40046	41953	-	1908	1
YEL059C-A	NC_001137.3	42400	42624	-	225	0
YEL059W	NC_001137.3	42652	42960	+	309	0
YEL058W	NC_001137.3	43252	44925	+	1674	5
YEL057C	NC_001137.3	45020	45721	-	702	0
YEL056W	NC_001137.3	47168	48373	+	1206	0
YEL055C	NC_001137.3	48471	51539	-	3069	4
YNCE0001C	NC_001137.3	52150	52320	-	171	18
YEL054C	NC_001137.3	52721	53218	-	498	15
YEL053C	NC_001137.3	53901	56102	-	2202	1
YEL052W	NC_001137.3	56571	58100	+	1530	1
YEL051W	NC_001137.3	58378	59148	+	771	2
YEL050C	NC_001137.3	59670	60851	-	1182	3
YNCE0002W	NC_001137.3	61352	61433	+	82	30
YNCE0003W	NC_001137.3	61699	61789	+	91	4
YNCE0004C	NC_001137.3	61890	61960	-	71	1
YEL049W	NC_001137.3	63728	64090	+	363	0
YEL048C	NC_001137.3	64709	65167	-	459	0
YEL047C	NC_001137.3	65385	66797	-	1413	7
YEL046C	NC_001137.3	67629	68792	-	1164	15
YEL044W	NC_001137.3	69757	70257	+	501	3
YEL043W	NC_001137.3	70478	73348	+	2871	1
YEL042W	NC_001137.3	73771	75327	+	1557	1
YEL041W	NC_001137.3	75944	77431	+	1488	0
YEL040W	NC_001137.3	78053	79456	+	1404	3
YEL039C	NC_001137.3	79636	79977	-	342	0
YEL038W	NC_001137.3	80462	81145	+	684	2
YEL037C	NC_001137.3	81407	82603	-	1197	0
YEL036C	NC_001137.3	83050	84552	-	1503	2
YEL035C	NC_001137.3	85045	85545	-	501	0
YEL034W	NC_001137.3	85676	86149	+	474	11
YEL033W	NC_001137.3	86179	86598	+	420	3
YNCE0005W	NC_001137.3	86604	86685	+	82	5
YEL032W	NC_001137.3	86937	89852	+	2916	7
YEL031W	NC_001137.3	90258	93905	+	3648	5
YEL030W	NC_001137.3	94644	96578	+	1935	0
YEL029C	NC_001137.3	96858	97796	-	939	3
YEL028W	NC_001137.3	98668	99129	+	462	0
YNCE0006W	NC_001137.3	100133	100204	+	72	0
YEL027W	NC_001137.3	100769	101251	+	483	4
YEL026W	NC_001137.3	101943	102323	+	381	0
YEL025C	NC_001137.3	102581	106147	-	3567	1
YEL024W	NC_001137.3	107260	107907	+	648	0
YEL023C	NC_001137.3	108504	110552	-	2049	0
YEL022W	NC_001137.3	111421	115800	+	4380	2
YEL021W	NC_001137.3	116167	116970	+	804	0
YEL020W-A	NC_001137.3	117211	117474	+	264	1
YNCE0007C	NC_001137.3	117667	118035	-	369	92
YEL020C	NC_001137.3	118617	120299	-	1683	1
YEL019C	NC_001137.3	120498	121301	-	804	0
YEL018W	NC_001137.3	121471	122310	+	840	2
YEL017C-A	NC_001137.3	122798	122929	-	132	2
YEL017W	NC_001137.3	123657	124670	+	1014	0
YEL016C	NC_001137.3	124737	126218	-	1482	6
YEL015W	NC_001137.3	126629	128284	+	1656	3
YEL014C	NC_001137.3	128303	128608	-	306	0
YEL013W	NC_001137.3	128825	130561	+	1737	7
YNCE0008C	NC_001137.3	131082	131153	-	72	36
YEL012W	NC_001137.3;NC_001137.3	131772;131900	131776;132551	+;+	657	0
YEL011W	NC_001137.3	133120	135234	+	2115	0
YNCE0009C	NC_001137.3	135425	135497	-	73	1
YEL009C-A	NC_001137.3	136371	136778	-	408	0
YNCE0010W	NC_001137.3	138666	138737	+	72	1
YEL009C	NC_001137.3	138918	139763	-	846	9
YEL008W	NC_001137.3	140512	140892	+	381	0
